AD_ID;COD;DES
84408;35170;Sociologia delle comunicazioni di massa (A) 
84409;35424;Sociologia della scienza (B)
84410;35436;Storia delle dottrine politiche (A)
84411;35375;Comunicazione politica (A) Media e democrazia
84412;35405;Semiotica (A)
84413;35267;Filosofia del diritto (A) - Modelli di conoscenza del diritto
84418;1201;SOCIOLOGIA DELLA SCIENZA
84419;35177;Sociologia delle relazioni internazionali (B)
84424;35175;Sociologia delle migrazioni (B)
84425;30808;Lingua Russa I (A1)
84426;30809;Lingua Russa I (B1)
84427;30810;Lingua Russa I (C1)
84428;30811;Lingua Russa I (D1)
84429;30812;Lingua Russa II (A1)
84430;30813;Storia contemporanea (E)
84435;40408;Introduzione all'ingegneria ambientale
84436;40409;Altre attività
84439;40410;Igiene e sicurezza della produzione alimentare
84438;6039;DIRITTO DELLE COOPERATIVE E DEGLI ENTI SENZA SCOPO DI LUCRO
84440;40411;Fluidodinamica
84441;40412;Architettura e composizione architettonica 2
84442;40413;Scienza delle costruzioni
84443;40414;Fisica tecnica
84444;40415;Storia dell'architettura contemporanea
84445;40416;Tecnica urbanistica
84446;40417;Architettura tecnica 2
84447;40418;Laboratorio di architettura e composizione architettonica 2
84448;40419;Laboratorio di tecnica urbanistica
84449;40420;Laboratorio di architettura tecnica 2
84452;45251;Advanced Data Base
84453;45256;Astrofisica generale
84474;45276;Fisica matematica 2^ unità
84479;45252;Analisi complessa
84480;45254;Analisi Numerica 2^ Unità
84481;45255;Analisi Numerica 3^ Unità
84511;45266;Chimica fisica dell'atmosfera 2^ unità
84495;45285;Istituzioni di geometria superiore 
84496;45287;Meccanica Analitica 1^ Unità
84497;45293;Reti di calcolatori 2
84498;45300;Equazioni differenziali ordinarie
84499;45304;Geometria computazionale
84500;45308;Statistica computazionale e modelli predittivi
84501;45310;Topologia algebrica
84510;45272;Equazioni differenziali stocastiche 1^ unità
84512;45273;Fisica computazionale 2^ unità
84513;45274;Fisica dei liquidi 1^unità
84514;45275;Fisica dei liquidi 2^unità
84515;45257;Bioelettricità
84518;45261;Biologia computazionale (di tipo f)
84519;45263;Biostatistica
84520;45265;Chimica fisica dei processi biomedici
84521;45277;Fisica nucleare applicata alla biomedicina
84522;45278;Fisica sanitaria
84523;45279;Fisiologia del movimento
84524;45282;Imaging per la medicina
84525;45297;Strumentazione biomedica
84540;45253;Analisi e testing del software 2
84541;45258;Biologia applicata
84542;45259;Biologia cellulare
84543;45260;Biologia computazionale e biologia statistica
84552;45267;Computer sciences in system biology
84553;45281;Gestione reti
84554;45283;Introduction to formal methods for SW and HW development
84555;45289;Middleware
84556;45290;Optical Network
84557;45292;Requirement engineering
84558;45294;Reti di calcolatori: applicazioni
84559;45295;Semantic structures and types
84562;45299;Wirless network
84574;45296;Sensori ed amplificatori
84575;45291;Programmazione e architetture VLSI
84576;45262;Biomatematica 2
84577;45264;Calcolo delle variazioni
84578;45268;Corso di didattica di analisi
84579;45269;Corso di didattica di geometria
84580;45270;Didattica della matematica
84582;45301;Equazioni alle derivate parziali del primo ordine
84583;45302;Fondamenti di analisi
84584;45303;Geometria algebrica
84585;45280;Geometria differenziale
84586;45284;Introduzione alle forme quadriche e loro applicazioni
84587;45305;Meccanica del continuo
84588;45306;Matematiche elementari da un punto di vista superiore
84589;45307;Matematiche elementari da un punto di vista superiore 2^ unità
84590;45288;Metodi di analisi funzionale per le equazioni alle derivate parziali
84591;45309;Teoria geometrica della misura
84592;45298;Topologia algebrica 2
84593;23328;Economia monetaria 2 (da 4ennio)
84598;23690;Strategia e politica aziendale (comm. elett. e nuovi modelli di business) (da 4ennio)
84607;S1;La Mente
84608;S2;Psicologia dei processi cognitivi
84609;S3;Saperi e identità
84610;S4;Matematica per la scuola media
84615;S5;Meteorologia e termodinamica
84616;S6;Metodologie didattiche della matematica e delle scienze
84617;S7;Metodologie didattiche della matematica e delle scienze 1
84618;S8;Fisica e musica
84619;S9;Storia dell'ermeneutica per comunità educative
84620;S10;Epistemologia della cultura
84621;S11;Fisica
84622;S12;Temi didattici, piani di studio
84623;S13;Didattica della matematica
84624;S14;Glottodidattica del tedesco 1 - Annuale
84625;S15;Metodologie didattiche della matematica e delle scienze 2
84626;S16;Glottodidattica dell'inglese 1 - Annuale
84627;S17;Laboratorio di comunicazione disciplinare e pragmalinguistica
84628;S18;Programmazione del corso di fisica alle scuole superiori
84629;S19;Aspetti pedagogici dell'insegnamento delle scienze
84630;S20;Italiano storia e geografia 1 - Annuale
84631;S21;Motivazione e comprensione del testo
84632;S22;Aspetti pedagogico - didattici dell'insegnamento della fisica alle scuole superiori
84633;S23;Ecologia
84634;S24;Istituzioni di diritto pubblico e legislazione scolastica
84635;S25;Didattica della psicologia
84636;S26;Ecologia applicata
84637;S27;Epistemologia e storia delle scienze
84638;S28;Informatica e formazione a distanza
84639;S29;Tecnologie informatiche, telematiche e multimediali nel laboratorio di fisica
84640;S30;Didattica della pedagogia
84641;S31;Laboratorio di comunicazione didattica efficace
84642;S32;Sviluppo sostenibile
84643;S33;Algoritmi e matematica discreta
84644;S34;Didattica dell'antropologia - sociologia
84645;S35;Matematica
84646;S36;Apprendimento motorio
84647;S37;Didattica della storia - modulo A
84648;S38;Psico-etno-socio-linguistica
84649;S39;Attività di fisica per le scuole medie e superiori
84650;S40;Valutazione finale 1° anno
84651;S41;Botanica
84652;S42;Glottodidattica dell'inglese 1 - 1° semestre
84653;S43;Storia dell'ermeneutica
84654;S44;Chimica
84655;S45;Glottodidattica dell'inglese 1 - 2° semestre
84656;S46;Controllo motorio
84657;S47;Glottodidattica del tedesco 1 - 1° semestre
84658;S48;Glottodidattica del tedesco 1 - 2° semestre
84659;S49;Didattica dell'educazione fisica 1
84660;S50;Epistemologia
84661;S51;La filosofia e il suo insegnamento:questioni teoriche e ipotesi di percorsi interdisciplinari
84662;S52;Fisica al servizio di altre scienze
84663;S53;Didattica dell'italiano
84664;S54;Fisica del movimento
84665;S55;Didattica del latino
84666;S56;Didattica del latino 1
84667;S57;Fisica di frontiera
84668;S58;Didattica della geografia
84669;S59;Didattica della geografia 1
84670;S60;Fisiologia del movimento
84671;S61;Didattica del greco
84672;S62;Geometria analitica
84674;S64;Glottodidattica del tedesco 2 - Annuale
84675;S65;Individuo e gruppi
84676;S66;Interculturalità
84677;S67;Italiano, storia e geografia 2 - Annuale
84678;S68;Laboratorio di comunicazione e pragmalinguistica
84679;S69;Laboratorio di multimedialità e didattica online
84680;S70;Multimedialità e didattica online
84681;S71;Attività motorie e disabilità
84682;S72;Laboratorio sperimentale di fisica 1
84683;S73;Laboratorio di valutazione delle attività motorie 2
84684;S74;Laboratorio sperimentale di fisica 2
84685;S75;Attività motoria e differenza di genere
84686;S76;Metodologia dell'educazione fisica 1
84687;S77;Metodologia di misura
84688;S78;Organizzazione e gestione dell'attività motoria e sportiva scolastica
84689;S79;Metodologia
84690;S80;Numeri
84691;S81;Ragionamento probabilistico ed euristiche cognitive
84692;S82;Valutazione delle attività motorie 2
84693;S83;Didattica del gioco
84694;S84;Scienze della terra
84695;S85;Laboratorio di didattica - attività di gruppo
84696;S86;Sistema nervoso e capacità cognitive:biologia ed etologia
84697;S87;Igiene
84698;S88;Stili cognitivi, metacognizione, autovalutazione nella didattica della matematica e delle scienze
84699;S89;Didattica delle attività di gruppo
84700;S90;Sociologia dello sport
84701;S91;Valutazione delle capacità motorie 1
84702;S92;Esempi di idee risolutive in matematica
84703;S93;Curricula, percorsi didattici compatibili e libri di testo
84704;S94;Temi sull'autonomia scolastica
84705;S95;Laboratorio integrato di tirocinio
84706;S96;Psicologia dello sviluppo
84707;S97;Valutazione e autovalutazione
84708;S98;Fisica al servizio della tecnologia e della società
84709;S99;Glottodidattica dell'inglese 2 - 1° semestre
84710;S100;Glottodidattica dell'inglese 2 - 2° semestre
84711;S101;Glottodidattica del tedesco 2 - 1° semestre
84712;S102;Glottodidattica del tedesco 2 - 2° semestre
84713;S103;Modelli di comportamento motorio
84714;S104;Valutazione finale 2° anno
84715;S105;Didattica della letteratura
84716;S106;Laboratorio di valutazione delle capacità motorie 1
58529;23640;Statistica sociale (da 4ennio)
58530;23641;Statistica sociale (semes.) (da 4ennio)
58534;23645;Storia contemporanea 2 (da 4ennio)
58535;23646;Storia d. dottrine politiche 1 (da 4ennio)
58536;23647;Storia d. dottrine politiche 2 (da 4ennio)
58538;23649;Storia d.dottrine econ.e finanz. 1 (da 4ennio)
58539;23650;Storia d.dottrine econ.e finanz. 2 (da 4ennio)
58540;23651;Storia del commercio 1 (da 4ennio)
58541;23652;Storia del commercio 2 (da 4ennio)
58542;23653;Storia del diritto romano 1 (da 4ennio)
58543;23654;Storia del diritto romano 2 (da 4ennio)
58544;23655;Storia del giornalismo 1 (da 4ennio)
58545;23656;Storia del giornalismo 2 (da 4ennio)
58547;23658;Storia del pensiero sociologico 1 (da 4ennio)
58548;23659;Storia del pensiero sociologico 2 (da 4ennio)
58549;23660;Storia del teatro e dello spettacolo 1 (da 4ennio)
58550;23661;Storia del teatro e dello spettacolo 2 (da 4ennio)
58551;23662;Storia dell'agricoltura (1/2) (da 4ennio)
58552;23663;Storia dell'agricoltura 1 (da 4ennio)
58553;23664;Storia dell'agricoltura 2 (da 4ennio)
58554;23665;Storia dell'europa orientale 1 (da 4ennio)
58555;23666;Storia dell'europa orientale 2 (da 4ennio)
58556;23667;Storia delle dottrine economiche 2 (da 4ennio)
58557;23668;Storia delle dottrine politiche 1 (da 4ennio)
58558;23669;Storia delle dottrine politiche 2 (da 4ennio)
58559;23670;Storia delle dottrine politiche-sociali 1 (da 4ennio)
58560;23671;Storia delle dottrine politiche-sociali 2 (da 4ennio)
58561;23672;Storia econ.e soc.dell'eta' moderna con. 1 (da 4ennio)
58562;23673;Storia econ.e soc.dell'eta' moderna con. 2 (da 4ennio)
58563;23674;Storia econ.ital.dall'unita' nazionale 1 (da 4ennio)
58564;23675;Storia econ.ital.dall'unita' nazionale 2 (da 4ennio)
58567;23678;Storia economica (storia della cooperazione e delle organizzazioni non-profit) (da 4ennio)
58569;23680;Storia medievale 1 (da 4ennio)
58570;23681;Storia medievale 2 (da 4ennio)
58571;23682;Storia medioevale 1 (da 4ennio)
58572;23683;Storia medioevale 2 (da 4ennio)
58573;23684;Storia moderna 1 (da 4ennio)
85321;40477;Meccanica dei fluidi 1
85322;30903;Diritto del turismo (A)
85323;30904;Diritto del turismo (B)
85324;30905;Filosofia politica (C)
85325;30906;Storia romana (E)
85326;30907;Greco propedeutico zero (A)
85327;30908;Greco propedeutico zero (B)
85328;30909;Latino propedeutico (A)
85329;30910;Latino propedeutico (B)
85330;30911;Latino propedeutico (C)
85331;30912;Latino propedeutico (D)
85332;30913;Latino propedeutico (E)
85333;30914;Latino propedeutico (F)
85334;45320;Chimica per bioinformatica
85342;45337;Principi di computer graphics
85336;45329;Laboratorio di analisi del software
85337;45313;Algoritmi e strutture dati
85338;45347;Web services
85341;45328;Geometria computazionale
85349;25244;Filosofia del diritto II
85344;6052;DIRITTO DELL'ARBITRATO INTERNAZIONALE
85350;6053;DIRITTO CIVILE (diritto tavolare)
85351;6054;DIRITTO PENALE DELL'INFORMATICA
85352;6055;DIRITTO PRIVATO DELL'INFORMATICA
85353;6056;STORIA DEL DIRITTO CANONICO
85354;6057;STORIA DELLE DOTTRINE POLITICHE -c. avanzato
85355;6058;STORIA DELLA METODOLOGIA GIURIDICA - c. avanzato
85356;30915;Storia greca (D)
85357;30916;Storia greca (E)
85358;30917;Storia delle dottrine politiche (B)
85359;20118;Economia delle istituzioni
85360;20119;Economia industriale
85361;20124;Laboratorio 2 (analisi economica applicata)
85366;40478;Optical Network
85367;20132;Laboratorio 2 (scenari di previsione)
85368;20121;Laboratorio 2 (Sviluppo economico e distribuzione del reddito)
85369;40479;Wireless Networks
85370;40480;Sicurezza Informatica
85371;40481;Biochimica
85372;24010;Test di inglese
85373;24013;Test di tedesco
85374;24011;Test di francese
85375;24012;Test di spagnolo
85376;24014;Test di matematica
85377;24004;Prova di informatica
85378;24006;Prova di lingua inglese
85379;24007;Prova di lingua tedesca
85380;24008;Prova di lingua francese
85381;24009;Prova di lingua spagnola
85382;24003;Laboratorio 1
85383;24001;Economia 1
85384;24002;Matematica 1
85389;20123;European institution and integration processes
85390;20129;Management problems in a new economic environment 
85391;20131;Laboratorio 1 (Analisi della customer satisfaction nel settore turistico)
85392;30918;Storia del teatro antico (A)
85393;30919;Storia del teatro antico (B)
85394;30920;Storia del teatro antico (C)
85395;30921;Storia medievale (E)
85396;30922;Lingua e letteratura catalana (D)
85397;35520;Storia comparata del servizio sociale
85398;35472;Metodologia del servizio sociale
85399;35502;Sociologia del III e IV settore
85400;35519;Statistica sociale
85401;35462;Diritto degli enti non profit
85420;35479;Organizzazione dei sistemi informativi aziendali
85421;35532;Valutazione della qualità dei servizi sociali
85430;35473;Metodologia del servizio sociale
85431;35501;Sociologia del lavoro
85432;35464;Sociologia industriale
85433;35489;Psicologia del lavoro e delle organizzazioni
85434;35492;Relazioni industriali
85435;35496;Sistemi informativi
85436;20126;Laboratorio 2 (Analisi di bilancio)
85437;20127;Laboratorio 2 (Analisi e progettazione di applicazioni informatiche)
85438;20125;Laboratorio 2 (Diritto degli enti locali)
85439;35518;Sociologia urbana e rurale
85440;35504;Sociologia dell'ambiente
85441;35480;Pianificazione territoriale 
85442;35510;Sociologia delle relazioni etniche - Etnicità e società civile
85443;35506;Sociologia delle migrazioni (A) - Migrazioni: teorie e metodi di indagine
85444;35528;Storia sociale - Donne oltre/donne altre
85445;35525;Storia delle tradizioni popolari
85448;40482;Chimica organica
85449;25245;"Lab. appl.; i servizi pubblici"
85450;25246;Lab. appl.: lo Stato nel pensiero politico tedesco del '900
85451;25247;Lab. appl.: organi politici e organi dirigenziali nella P.A.
85452;25248;Lab. appl.: fonti e problemi della storia del diritto italiano
85453;25249;Lab. appl.: il diritto della sicurezza e responsabilità nello svolgimento delle attività sportive invernali
85454;25250;Lab. appl.: il problema teorico della giustizia nella modernità giuridica
85455;25251;Lab. appl.: la struttura retorica degli atti giudiziari
85456;25252;Lab. appl.: sulla Filosofia del Diritto del Novecento. Habermas, Dworkin, Rawls
85457;493;STORIA ECONOMICA (SEMESTRALE)
85458;25253;Lab. appl.: la vendita dei beni a consumo
85459;20138;Cost management
85460;20130;Laboratorio 2 (Entrepreneurial consulting project)
85491;21771;Finanza internazionale - Avanzato
85492;21770;Finanza internazionale - Istituzionale
85493;S208;Laboratorio di dinamiche di gruppo
85494;S209;Gruppi sugli aspetti relazionali
85503;S210;Didattica della fisica - fisica e musica
85504;S211;Didattica della fisica - meteorologia e termodinamica
85505;S212;Epistemologia - modulo A
85506;S213;Epistemologia - modulo B
85507;S214;Didattica delle scienze della terra
85508;S215;Didattica della filosofia - argomentazione e interpretazione
85509;S216;Didattica della filosofia 2
85510;S217;Didattica dell'antropologia e della sociologia 2
85511;S218;Didattica della storia 2 - modulo B
85512;S219;Didattica della storia 2 - modulo A
85513;S220;Soluzione di problemi di matematica
85514;S221;Soluzione di problemi di fisica - modulo A
85519;S222;Soluzione di problemi di fisica - modulo B
85520;S223;Diritto pubblico e legislazione scolastica
85521;S224;Economia politica 1
85522;S225;Didattica della storia nelle discipline economiche
85523;S226;Teoria e tecnica degli strumenti informatici applicati alla didattica dell'economia
85524;S227;Applicazioni quantitative nella didattica dell'economia
85525;S228;Teoria e tecnica degli strumenti informatici applicati alla didattica del diritto
85526;S229;Didattica della storia nelle discipline giuridiche
85531;S230;Comparazione nella didattica del diritto
85548;21768;Economia internazionale - Avanzato
85549;21769;Economia internazionale - Istituzionale
85550;30923;Geografia fisica e geomorfologia (B)
85551;30924;Metodologia della ricerca archeologica (D)
85560;21767;Diritto ed economia delle organizzazioni
85569;21766;Teoria delle decisioni
85574;21774;Diritto comparato del lavoro
85581;55000;Economia internazionale base
85582;55001;Economia internazionale istituzionale (Teoria e politica degli scambi internazionali: le istituzioni)
85583;55002;Economia internazionale avanzato (Scambi, produzione e investimenti in un contesto globale)
85608;S231;Soluzione di problemi di fisica
85609;S232;La didattica nel diritto pubblico italiano, comparato e comunitario
85610;22062;Knowledge management
85611;55003;Finanza internazionale base
84244;25181;Lab. appl.: Das deutsche Verwaltungsverfahren
84245;25182;Laboratorio applicativo - L'ente pubblico e l'organismo di diritto pubblico
84246;25183;Laboratorio applicativo - Principi di diritto urbanistico
84247;25184;Laboratorio applicativo - I principi costituzionali in materia penale
85616;55008;Diritto internazionale avanzato
85617;55009;Diritto dell'U.E. base
85618;55010;Diritto dell'U.E. istituzionale
85619;55011;Diritto dell'U.E. avanzato
85620;55012;Sociologia generale Modulo A 
85621;55013;Sociologia generale Modulo B
85622;55014;Sociologia generale C
85623;55015;Politica comparata e internazionale Modulo A
85624;55016;Politica comparata e internazionale Modulo B
85625;55017;Storia moderna
85626;55018;Storia contemporanea (europea e internazionale)
85627;55019;Filosofia politica
85628;55020;Lingua inglese A
85629;55021;Lingua inglese B
85630;55022;Lingua tedesca A
85631;55023;Lingua tedesca B
85632;55024;Lingua francese A
85633;55025;Lingua francese B
85634;55026;Lingua spagnola A
85635;55027;Lingua spagnola B
85636;55028;Economia internazionale applicata
85637;55029;Diritto comparato del lavoro
85638;55030;Storia comparata della banca e dell'impresa
85639;55031;Microeconomia corso avanzato
85640;55032;Macroeconomia corso avanzato
85641;55033;Storia politica europea e internazionale
85642;55034;Etica economica e responsabilità sociale
85643;55035;Diritto internazionale dell'ambiente
85644;55036;Diritto costituzionale dell'U.E.
85645;55037;Diritto amministrativo dell'U.E.
85646;55038;Diritto pubblico di internet
85647;55039;Diritto privato dell'informatica
85648;55040;Diritto costituzionale comparato dei gruppi e delle minoranze
85649;55041;Diritto internazionale del lavoro
85650;55042;Diritto amministrativo internazionale
85651;55043;Diritto comparato delle religioni
85652;55044;Fondamenti del diritto europeo
85653;30925;Teoria e tecnica del sistema radiotelevisivo (A)
85654;55045;Diritto penale internazionale
85655;55046;Diritto dell'economia internazionale
85656;55047;Organizzazione internazionale
85657;55048;Stage, tirocini, altre attività
85658;55049;Prova finale laurea specialistica
85659;55050;Metodo comparato
85660;55051;Metodi e tecniche della ricerca sociale B
85661;55052;Metodi e tecniche della ricerca sociale C
85662;55053;Metodi e tecniche della ricerca sociale D
85663;55054;Statistica per la ricerca sociale A
85664;55055;Statistica per la ricerca sociale B
85665;55056;Matematica per le scienze sociali A
85666;55057;Analisi delle politiche pubbliche
85667;55058;Politica europea (modulo J. Monnet)
85668;55059;Politica internazionale A
85669;55060;Politica internazionale B
85670;55061;Sociologia delle relazioni internazionali A
85671;55062;Sociologia delle relazioni internazionali B 
85672;55063;Sociologia C
85673;55064;Sociologia D
85674;55065;Sociologia del mutamento A
85675;55066;Sociologia del mutamento B
85676;55067;Sociologia della scienza B 
85677;55068;Sociologia delle comunicazioni di massa
85678;55069;Sociologia dell'educazione
85679;55070;Sociologia economica
85680;55071;Sociologia del lavoro
85681;55072;Sociologia dell'organizzazione B
85682;55073;Sociologia delle relazioni etniche
85683;55074;Sociologia delle migrazioni
85684;55075;Sociologia delle comunità locali
85685;55076;Sociologia urbana e rurale A
85686;55077;Sociologia delle relazioni internazionali 
85687;55078;Comunicazione politica
85688;55079;Governo locale
85689;55080;Diritto amministrativo europeo e transnazionale
85690;55081;Diritto del lavoro europeo e transnazionale 
85691;55082;Governi societari comparati
85692;55083;Diritto costituzionale europeo e transnazionale
85693;40205;Lingua inglese (B2)
85698;30926;Estetica (A)
85699;30927;Filosofia teoretica (A)
85700;30928;Letteratura francese I (A)
85701;30929;Letteratura francese I (B)
85702;30930;Letteratura inglese I (A)
85703;30931;Letteratura inglese I (B)
85704;30932;Letteratura italiana (A)
85705;30933;Letteratura italiana (B)
85706;30934;Letteratura italiana (C)
85707;30935;Letteratura italiana moderna e contemporanea (A)
85708;30936;Letteratura italiana moderna e contemporanea (B)
85709;30937;Letteratura italiana moderna e contemporanea (C)
85710;30938;Letteratura latina medievale (A)
85711;30939;Letteratura latina medievale (B)
85712;30940;Letteratura latina (A)
85713;30941;Letteratura latina (B)
85714;30942;Letteratura spagnola I (A)
85715;30943;Letteratura spagnola I (B)
85716;30944;Letteratura tedesca I (A)
85717;30945;Letteratura tedesca I (B)
85718;30946;Letteratura greca (A)
85719;30947;Letteratura greca (B)
85720;30948;Letteratura russa I (A)
85721;30949;Letteratura russa I (B)
85722;30950;Lingue e letterature angloamericane (A)
85723;30951;Lingue e letterature angloamericane (B)
85724;25254;Inglese giuridico B1
85725;25255;Francese giuridico
85726;25256;Tedesco giuridico
85727;30952;Archivistica (A)
85728;30953;Archivistica (B)
85729;30954;Paleografia latina (A)
85730;30955;Paleografia latina (B)
85731;30956;Storia moderna (A)
85732;30957;Storia moderna (B)
85733;30958;Storia moderna (C)
85734;30959;Storia delle dottrine politiche (A)
85735;30960;Storia delle dottrine politiche (B)
85736;30961;Storia delle istituzioni politiche (A)
85737;30962;Storia della filosofia (A)
85738;30963;Storia della filosofia (B)
85739;30964;Storia della scienza e delle tecniche (A)
85740;30965;Storia della scienza e delle tecniche (B)
85741;30966;Storia economica (B)
85742;30967;Storia del diritto canonico (A)
85743;30968;Storia del diritto italiano (A)
85744;30969;Diritto comune (A)
85745;30970;Storia delle codificazioni moderne (A)
85746;30971;Storia delle codificazioni moderne (B)
85747;30972;Sociologia della cultura (A)
85748;30973;Sociologia dell'educazione (A)
85749;30974;Sociologia delle comunicazioni di massa (A)
85750;30975;Teoria e tecniche delle comunicazioni di massa (A)
85751;30976;Lingua e traduzione francese I (A)
85752;30977;Lingua e traduzione francese I (B)
85753;30978;Lingua e traduzione spagnola I (A)
85754;30979;Lingua e traduzione spagnola I (B)
85755;30980;Lingua portoghese (A)
85756;30981;Lingua portoghese (B)
85757;30982;Lingua e traduzione inglese I (A)
85758;30983;Lingua e traduzione inglese I (B)
85759;30984;Lingua e traduzione tedesca I (A)
85760;30985;Lingua e traduzione tedesca I (B)
85761;30986;Letterature comparate (B)
85770;24023;Laboratorio 2 (Analisi di bilancio)
85771;24015;Diritto pubblico 2
85772;24016;Economia aziendale 1
85773;24017;Economia aziendale 2
85774;24018;Istituzioni di diritto pubblico
85775;24019;Istituzioni di diritto privato
85776;24020;Tirocinio
85777;24021;Storia economica
85778;24022;Contabilità aziendale e bilancio
85783;30987;Archeologia e storia dell'arte greca e romana (B) 
85784;30988;Storia greca (A)
85785;30989;Storia greca (B)
85786;30990;Storia romana (A)
85787;30991;Storia romana (B)
85788;30992;Storia romana (C)
85789;30993;Filologia latina (A)
85790;30994;Filologia latina (B)
85791;30995;Filologia classica (A)
85792;30996;Filologia classica (B)
85793;30997;Storia del teatro antico (A)
85794;30998;Agiografia (A)
85795;30999;Agiografia (B)
85796;31000;Storia della lingua italiana (A)
85797;31001;Storia della lingua italiana (B)
85798;31002;Storia della musica (A)
85799;31003;Storia della musica (B)
85800;31004;Filologia italiana (A)
85801;31005;Filologia italiana (B)
85802;31006;Filologia romanza (A)
85803;31007;Filologia romanza (B)
85804;31008;Filologia romanza (C)
85805;31009;Letterature comparate (A)
85806;31010;Sociologia della letteratura (A)
85807;31011;Storia e critica del cinema (A)
85808;31012;Lingua e traduzione russa I (A)
85809;31013;Lingua e traduzione russa I (B)
85810;31014;Filologia germanica (A)
85811;31015;Filologia germanica (B)
85812;55084;Politica sociale A
85813;31016;Storia dell'arte medievale (A)
85814;31017;Storia dell'arte medievale (B)
85815;31018;Storia dell'arte medievale (C)
85816;31019;Storia dell'arte contemporanea (A)
85817;31020;Storia dell'arte contemporanea (B)
85818;31021;Museografia (A)
85819;31022;Storia della critica d'arte (A)
85820;31023;Legislazione dei beni culturali (A)
85821;31024;Storia della fotografia (A)
85822;31025;Biblioteconomia (A)
85823;31026;Storia dell'arte regionale (A)
85824;31027;Storia economica (A)
85825;25257;Lab. appl.: La giurisprudenza della Corte di Giustizia Europea in materia di politica sociale
85830;31028;Glottodidattica (A)
85831;31029;Glottologia (A)
85834;S233;Didattica della ragioneria 1
85891;40483;Costruzioni in legno
85892;40484;Riabilitazione strutturale
85893;40485;Strutture speciali
85894;40486;Costruzioni in acciaio
85895;40487;Costruzioni idrauliche 2
85896;40488;Instabilità delle strutture
85897;40489;Costruzione di strade
85898;40490;Costruzioni in sotterraneo
85899;40491;Teoria e progetto di ponti
85900;40492;Ingegneria sismica
85901;40493;Recupero e conservazione degli edifici
85902;40494;Organizzazione del cantiere
85903;40495;Meccanica computazionale delle strutture 2
85904;40496;Meccanica dei materiali e della frattura
85905;40497;Meccanica del continuo
85906;40498;Opere di sostegno
85907;40499;Tecnica urbanistica 2
85908;40500;Stabilità dei pendii
85909;40501;Impianti termotecnici
85910;40502;Caratteri costruttivi e distributivi degli edifici
85911;40503;Identificazione e controllo strutturale
85912;40504;Progettazione integrale
85913;40505;Impianti elettrici
85914;40506;Energie rinnovabili
85915;40507;Acustica e illuminotecnica
85916;40508;Industrializzazione edilizia
85917;40509;Impianti meccanici per ingegneria civile
85918;40510;Geotecnica
85919;40511;Organizzazione del cantiere
85920;40512;Laboratorio di tecnologie edilizie
85921;40513;Sociologia urbana, Legislazione OO.PP., Diritto urbanistico
85922;40514;Economia ed estimo civile
85923;40515;Tecniche e procedimenti industrializzati per l'edilizia
85924;40516;Architettura del legno
85925;40517;Teoria e progetto delle costruzioni in acciaio
85926;40518;Teoria e progetto delle costruzioni in c.a. e c.a.p.
85927;40519;Progettazione urbanistica, Pianificazione urbana-territoriale
85928;40520;Architettura del paesaggio e delle infrastrutture territoriali
85929;40521;Rilievo urbano e ambientale, Topografia
85930;40522;Infrastrutture viarie urbane e metropolitane
85931;40523;Conservazione, recupero e ristrutturazione degli edifici
85932;40524;Caratteri tipologici, distributivi e costruttivi degli edifici
85933;40525;Costruzioni in muratura e costruzioni in legno
85934;40526;Riabilitazione strutturale
85935;40527;Siderurgia e fonderia
85936;40528;Tecnologia dei materiali metallici
85937;40529;Controllo dei prodotti metallurgici
85938;40530;Tecnologia delle produzioni di materiali 1
85939;40531;Tecnologia delle produzioni di materiali 2
85940;40532;Progettazione meccanica e costruzione di macchine 2
85941;40533;Biomateriali e tecnologie biomediche
85942;40534;Tecnologie di chimica applicata
85943;40535;Laboratorio di meccanica dei materiali
85944;40536;Ingegneria dei materiali macromolecolari
85945;40537;Scienza e tecnologia del vetro
85946;40538;Materiali aeronautici e aerospaziali
85947;40539;Processi elettrochimici
85948;40540;Fisica delle superfici
85949;40541;Azionamenti
85950;40542;Gestione della innovazione e dei progetti
85951;40543;Progettazione meccanica funzionale
85953;40545;Controlli automatici 2
85954;40546;Elettronica A
85955;40547;Diagnostica delle macchine
85956;40548;Identificazione dei sistemi meccanici
85957;40549;Acustica e controllo del rumore
85958;40550;Robotica 1 e 2
85959;40551;Calcolo strutturale avanzato
85960;40552;Progetti di macchine
85961;40553;Progetto del prodotto per la fabbricazione e l'ambiente
85962;21775;Economia aziendale
85963;40554;Tecnologia dei Materiali per l'Industria Alimentare
85964;21776;Modelli matematici per le decisioni
85965;40555;Teoria e tecniche del riconoscimento
85970;21777;Ecologia 2
85983;35539;Organizzazione delle aziende non profit
85984;40556;Agrometeorologia e viticoltura
85985;40557;Analisi microbiologiche avanzate
85986;40558;Impianti di irrigazione
85987;40559;Interazione genotipo ed ambiente
85988;40560;Sistemi GIS e Telerilevamento in viticoltura
85989;40561;Tecniche analitiche strumentali applicate alla caratterizzazione della composizione di base dei prodotti vitivinicoli
84851;30837;Letteratura francese III (B)
84852;30838;Letteratura francese III (C)
84853;30839;Letteratura tedesca II (A)
84854;30840;Letteratura tedesca II (B)
84855;30841;Letteratura tedesca III (A)
84856;30842;Letteratura tedesca III (B)
84857;30843;Letteratura tedesca III (C)
84880;30854;Storia dell'arte moderna (E)
